domain,model,temperature,method,k,method_detail,dataset_tag,batch_size,isl,osl,evidence_state,source_kind,source_file,clean_status_match,row_count,label_or_job_examples
SWE,Qwen/Qwen3-32B,0.0,eagle3,3,eagle3_k3,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen32_t00,2,4096,32768,final,metrics,docs/lyris_swebench_osl32k_temp01_home_retry_metrics_live_20260616.csv,no,1,qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen32_t00
SWE,Qwen/Qwen3-32B,0.0,eagle3,3,eagle3_k3,unknown | unknown_osl32k_qwen235b_eagle3_k3,2,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_manifest.csv,yes_row,1,unknown_osl32k_qwen235b_eagle3_k3
SWE,Qwen/Qwen3-32B,0.0,eagle3,3,eagle3_k3,unknown | unknown_osl32k_qwen32_t00_eagle3_k3,2,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_manifest.csv,no,4,unknown_osl32k_qwen32_t00_eagle3_k3
SWE,Qwen/Qwen3-32B,0.0,eagle3,3,eagle3_k3,unknown | unknown_osl32k_qwen32_t00_eagle3_k3,2,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_status.csv,no,1,unknown_osl32k_qwen32_t00_eagle3_k3
SWE,Qwen/Qwen3-32B,0.0,eagle3,3,eagle3_k3,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry2_qwen32_t00,2,4096,32768,partial,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_metrics.csv,no,3,unknown_osl32k_qwen32_t00_eagle3_k3
SWE,Qwen/Qwen3-32B,0.0,suffix,,suffix,,1,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status_live.csv,yes_source_batch_only,1,2133878
SWE,Qwen/Qwen3-32B,0.0,suffix,,suffix,,1,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status_live.csv,yes_source_batch_only,1,2133932
SWE,Qwen/Qwen3-32B,0.0,suffix,,suffix,,2,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status_live.csv,yes_source_batch_only,1,2133878
SWE,Qwen/Qwen3-32B,0.0,suffix,,suffix,,2,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status_live.csv,yes_source_batch_only,1,2133932
SWE,Qwen/Qwen3-32B,0.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen32_t00_suffix_k32,1,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_status.csv,no,1,unknown_osl32k_qwen32_t00_suffix_k32
SWE,Qwen/Qwen3-32B,0.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_suffix_k32,1,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status.csv,no,1,unknown_osl32k_qwen235b_suffix_k32
SWE,Qwen/Qwen3-32B,0.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t00,1,4096,32768,final,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics.csv,no,1,unknown_osl32k_qwen235b_suffix_k32
SWE,Qwen/Qwen3-32B,0.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t00,1,4096,32768,final,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,yes_row,1,swe_t00_qwen32_suffix_k32_bs1_j2133932
SWE,Qwen/Qwen3-32B,0.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t00,1,4096,32768,final,metrics,docs/lyris_swebench_osl32k_temp01_home_retry_metrics_live_20260616.csv,no,1,qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t00
SWE,Qwen/Qwen3-32B,0.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_suffix_k32,1,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_manifest.csv,yes_row,2,unknown_osl32k_qwen235b_suffix_k32
SWE,Qwen/Qwen3-32B,0.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen32_t00_suffix_k32,1,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_manifest.csv,no,2,unknown_osl32k_qwen32_t00_suffix_k32
SWE,Qwen/Qwen3-32B,0.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen32_t00_suffix_k32,1,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_status.csv,no,1,unknown_osl32k_qwen32_t00_suffix_k32
SWE,Qwen/Qwen3-32B,0.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_suffix_k32,1,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status.csv,no,1,unknown_osl32k_qwen235b_suffix_k32
SWE,Qwen/Qwen3-32B,0.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t00,1,4096,32768,partial,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_metrics.csv,no,1,unknown_osl32k_qwen32_t00_suffix_k32
SWE,Qwen/Qwen3-32B,0.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen32_t00_suffix_k32,2,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_status.csv,no,1,unknown_osl32k_qwen32_t00_suffix_k32
SWE,Qwen/Qwen3-32B,0.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_suffix_k32,2,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status.csv,no,1,unknown_osl32k_qwen235b_suffix_k32
SWE,Qwen/Qwen3-32B,0.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t00,2,4096,32768,final,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics.csv,no,1,unknown_osl32k_qwen235b_suffix_k32
SWE,Qwen/Qwen3-32B,0.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t00,2,4096,32768,final,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,yes_row,1,swe_t00_qwen32_suffix_k32_bs2_j2133932
SWE,Qwen/Qwen3-32B,0.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t00,2,4096,32768,final,metrics,docs/lyris_swebench_osl32k_temp01_home_retry_metrics_live_20260616.csv,no,1,qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t00
SWE,Qwen/Qwen3-32B,0.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_suffix_k32,2,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_manifest.csv,yes_row,2,unknown_osl32k_qwen235b_suffix_k32
SWE,Qwen/Qwen3-32B,0.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen32_t00_suffix_k32,2,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_manifest.csv,no,2,unknown_osl32k_qwen32_t00_suffix_k32
SWE,Qwen/Qwen3-32B,0.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen32_t00_suffix_k32,2,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_status.csv,no,1,unknown_osl32k_qwen32_t00_suffix_k32
SWE,Qwen/Qwen3-32B,0.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_suffix_k32,2,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status.csv,no,1,unknown_osl32k_qwen235b_suffix_k32
SWE,Qwen/Qwen3-32B,0.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t00,2,4096,32768,partial,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_metrics.csv,no,1,unknown_osl32k_qwen32_t00_suffix_k32
SWE,Qwen/Qwen3-32B,1.0,baseline,,baseline,unknown | unknown_osl32k_qwen32_t10_baseline,1,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_status.csv,no,1,unknown_osl32k_qwen32_t10_baseline
SWE,Qwen/Qwen3-32B,1.0,baseline,,baseline,unknown | unknown_osl32k_qwen235b_baseline,1,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status.csv,no,1,unknown_osl32k_qwen235b_baseline
SWE,Qwen/Qwen3-32B,1.0,baseline,,baseline,,1,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status_live.csv,yes_source_batch_only,1,2133887
SWE,Qwen/Qwen3-32B,1.0,baseline,,baseline,unknown | unknown_osl32k_qwen235b_baseline,1,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_manifest.csv,yes_row,2,unknown_osl32k_qwen235b_baseline
SWE,Qwen/Qwen3-32B,1.0,baseline,,baseline,unknown | unknown_osl32k_qwen32_t10_baseline,1,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_manifest.csv,no,2,unknown_osl32k_qwen32_t10_baseline
SWE,Qwen/Qwen3-32B,1.0,baseline,,baseline,unknown | unknown_osl32k_qwen32_t10_baseline,1,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_status.csv,no,1,unknown_osl32k_qwen32_t10_baseline
SWE,Qwen/Qwen3-32B,1.0,baseline,,baseline,,1,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status_live.csv,yes_source_batch_only,1,2133938
SWE,Qwen/Qwen3-32B,1.0,baseline,0,baseline,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_retry_qwen32_t10,1,4096,32768,partial,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,yes_source_batch_only,1,swe_t10_qwen32_baseline_bs1_j2133938
SWE,Qwen/Qwen3-32B,1.0,baseline,,baseline,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_retry_qwen32_t10,1,4096,32768,partial,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_metrics.csv,no,1,unknown_osl32k_qwen32_t10_baseline
SWE,Qwen/Qwen3-32B,1.0,baseline,,baseline,unknown | unknown_osl32k_qwen235b_baseline,1,4096,32768,partial,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status.csv,no,1,unknown_osl32k_qwen235b_baseline
SWE,Qwen/Qwen3-32B,1.0,baseline,,baseline,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_retry_qwen32_t10,1,4096,32768,partial,metrics,docs/lyris_swebench_osl32k_temp01_home_retry_metrics_live_20260616.csv,no,1,qwen32_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_retry_qwen32_t10
SWE,Qwen/Qwen3-32B,1.0,baseline,,baseline,unknown | unknown_osl32k_qwen32_t10_baseline,2,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_status.csv,no,1,unknown_osl32k_qwen32_t10_baseline
SWE,Qwen/Qwen3-32B,1.0,baseline,,baseline,unknown | unknown_osl32k_qwen235b_baseline,2,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status.csv,no,1,unknown_osl32k_qwen235b_baseline
SWE,Qwen/Qwen3-32B,1.0,baseline,,baseline,,2,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status_live.csv,yes_source_batch_only,1,2133887
SWE,Qwen/Qwen3-32B,1.0,baseline,,baseline,unknown | unknown_osl32k_qwen235b_baseline,2,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_manifest.csv,yes_row,2,unknown_osl32k_qwen235b_baseline
SWE,Qwen/Qwen3-32B,1.0,baseline,,baseline,unknown | unknown_osl32k_qwen32_t10_baseline,2,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_manifest.csv,no,2,unknown_osl32k_qwen32_t10_baseline
SWE,Qwen/Qwen3-32B,1.0,baseline,,baseline,unknown | unknown_osl32k_qwen32_t10_baseline,2,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_status.csv,no,1,unknown_osl32k_qwen32_t10_baseline
SWE,Qwen/Qwen3-32B,1.0,baseline,,baseline,,2,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status_live.csv,yes_source_batch_only,1,2133938
SWE,Qwen/Qwen3-32B,1.0,baseline,0,baseline,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_retry_qwen32_t10,2,4096,32768,partial,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,yes_source_batch_only,1,swe_t10_qwen32_baseline_bs2_j2133938
SWE,Qwen/Qwen3-32B,1.0,baseline,,baseline,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_retry_qwen32_t10,2,4096,32768,partial,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_metrics.csv,no,1,unknown_osl32k_qwen32_t10_baseline
SWE,Qwen/Qwen3-32B,1.0,baseline,,baseline,unknown | unknown_osl32k_qwen235b_baseline,2,4096,32768,partial,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status.csv,no,1,unknown_osl32k_qwen235b_baseline
SWE,Qwen/Qwen3-32B,1.0,baseline,,baseline,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_retry_qwen32_t10,2,4096,32768,partial,metrics,docs/lyris_swebench_osl32k_temp01_home_retry_metrics_live_20260616.csv,no,1,qwen32_swe_verified_osl32k_temp01_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_swe_temp01_core_home_retry_qwen32_t10
SWE,Qwen/Qwen3-32B,1.0,eagle3,,eagle3,,1,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status_live.csv,yes_source_batch_only,1,2133889
SWE,Qwen/Qwen3-32B,1.0,eagle3,,eagle3,,1,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status_live.csv,yes_source_batch_only,1,2133940
SWE,Qwen/Qwen3-32B,1.0,eagle3,,eagle3,,2,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status_live.csv,yes_source_batch_only,1,2133889
SWE,Qwen/Qwen3-32B,1.0,eagle3,,eagle3,,2,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status_live.csv,yes_source_batch_only,1,2133940
SWE,Qwen/Qwen3-32B,1.0,eagle3,3,eagle3_k3,unknown | unknown_osl32k_qwen32_t10_eagle3_k3,1,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_status.csv,no,1,unknown_osl32k_qwen32_t10_eagle3_k3
SWE,Qwen/Qwen3-32B,1.0,eagle3,3,eagle3_k3,unknown | unknown_osl32k_qwen235b_eagle3_k3,1,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status.csv,no,1,unknown_osl32k_qwen235b_eagle3_k3
SWE,Qwen/Qwen3-32B,1.0,eagle3,3,eagle3_k3,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen32_t10,1,4096,32768,final,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics.csv,no,1,unknown_osl32k_qwen235b_eagle3_k3
SWE,Qwen/Qwen3-32B,1.0,eagle3,3,eagle3_k3,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen32_t10,1,4096,32768,final,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,yes_row,1,swe_t10_qwen32_eagle3_k3_bs1_j2133940
SWE,Qwen/Qwen3-32B,1.0,eagle3,3,eagle3_k3,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen32_t10,1,4096,32768,final,metrics,docs/lyris_swebench_osl32k_temp01_home_retry_metrics_live_20260616.csv,no,1,qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen32_t10
SWE,Qwen/Qwen3-32B,1.0,eagle3,3,eagle3_k3,unknown | unknown_osl32k_qwen235b_eagle3_k3,1,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_manifest.csv,yes_row,2,unknown_osl32k_qwen235b_eagle3_k3
SWE,Qwen/Qwen3-32B,1.0,eagle3,3,eagle3_k3,unknown | unknown_osl32k_qwen32_t10_eagle3_k3,1,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_manifest.csv,no,2,unknown_osl32k_qwen32_t10_eagle3_k3
SWE,Qwen/Qwen3-32B,1.0,eagle3,3,eagle3_k3,unknown | unknown_osl32k_qwen32_t10_eagle3_k3,1,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_status.csv,no,1,unknown_osl32k_qwen32_t10_eagle3_k3
SWE,Qwen/Qwen3-32B,1.0,eagle3,3,eagle3_k3,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen32_t10,1,4096,32768,partial,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_metrics.csv,no,1,unknown_osl32k_qwen32_t10_eagle3_k3
SWE,Qwen/Qwen3-32B,1.0,eagle3,3,eagle3_k3,unknown | unknown_osl32k_qwen235b_eagle3_k3,1,4096,32768,partial,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status.csv,no,1,unknown_osl32k_qwen235b_eagle3_k3
SWE,Qwen/Qwen3-32B,1.0,eagle3,3,eagle3_k3,unknown | unknown_osl32k_qwen32_t10_eagle3_k3,2,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_status.csv,no,1,unknown_osl32k_qwen32_t10_eagle3_k3
SWE,Qwen/Qwen3-32B,1.0,eagle3,3,eagle3_k3,unknown | unknown_osl32k_qwen235b_eagle3_k3,2,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status.csv,no,1,unknown_osl32k_qwen235b_eagle3_k3
SWE,Qwen/Qwen3-32B,1.0,eagle3,3,eagle3_k3,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen32_t10,2,4096,32768,final,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,yes_row,1,swe_t10_qwen32_eagle3_k3_bs2_j2133940
SWE,Qwen/Qwen3-32B,1.0,eagle3,3,eagle3_k3,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen32_t10,2,4096,32768,final,metrics,docs/lyris_swebench_osl32k_temp01_home_retry_metrics_live_20260616.csv,no,1,qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen32_t10
SWE,Qwen/Qwen3-32B,1.0,eagle3,3,eagle3_k3,unknown | unknown_osl32k_qwen235b_eagle3_k3,2,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_manifest.csv,yes_row,2,unknown_osl32k_qwen235b_eagle3_k3
SWE,Qwen/Qwen3-32B,1.0,eagle3,3,eagle3_k3,unknown | unknown_osl32k_qwen32_t10_eagle3_k3,2,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_manifest.csv,no,2,unknown_osl32k_qwen32_t10_eagle3_k3
SWE,Qwen/Qwen3-32B,1.0,eagle3,3,eagle3_k3,unknown | unknown_osl32k_qwen32_t10_eagle3_k3,2,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_status.csv,no,1,unknown_osl32k_qwen32_t10_eagle3_k3
SWE,Qwen/Qwen3-32B,1.0,eagle3,3,eagle3_k3,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_swe_temp01_core_home_retry_qwen32_t10,2,4096,32768,partial,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_metrics.csv,no,1,unknown_osl32k_qwen32_t10_eagle3_k3
SWE,Qwen/Qwen3-32B,1.0,eagle3,3,eagle3_k3,unknown | unknown_osl32k_qwen235b_eagle3_k3,2,4096,32768,partial,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status.csv,no,1,unknown_osl32k_qwen235b_eagle3_k3
SWE,Qwen/Qwen3-32B,1.0,suffix,,suffix,,1,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status_live.csv,yes_source_batch_only,1,2133888
SWE,Qwen/Qwen3-32B,1.0,suffix,,suffix,,1,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status_live.csv,yes_source_batch_only,1,2133939
SWE,Qwen/Qwen3-32B,1.0,suffix,,suffix,,2,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status_live.csv,yes_source_batch_only,1,2133888
SWE,Qwen/Qwen3-32B,1.0,suffix,,suffix,,2,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status_live.csv,yes_source_batch_only,1,2133939
SWE,Qwen/Qwen3-32B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen32_t10_suffix_k32,1,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_status.csv,no,1,unknown_osl32k_qwen32_t10_suffix_k32
SWE,Qwen/Qwen3-32B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_suffix_k32,1,4096,32768,failed,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_status.csv,no,1,unknown_osl32k_qwen235b_suffix_k32
SWE,Qwen/Qwen3-32B,1.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t10,1,4096,32768,final,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics.csv,no,1,unknown_osl32k_qwen235b_suffix_k32
SWE,Qwen/Qwen3-32B,1.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t10,1,4096,32768,final,metrics,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_metrics_live.csv,yes_row,1,swe_t10_qwen32_suffix_k32_bs1_j2133939
SWE,Qwen/Qwen3-32B,1.0,suffix,32,suffix_k32,swebench_verified_prompts_all.jsonl | qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t10,1,4096,32768,final,metrics,docs/lyris_swebench_osl32k_temp01_home_retry_metrics_live_20260616.csv,no,1,qwen32_swe_verified_osl32k_temp01_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_swe_temp01_core_home_retry_qwen32_t10
SWE,Qwen/Qwen3-32B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen235b_suffix_k32,1,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_manifest.csv,yes_row,2,unknown_osl32k_qwen235b_suffix_k32
SWE,Qwen/Qwen3-32B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen32_t10_suffix_k32,1,4096,32768,manifest-only,manifest,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_manifest.csv,no,2,unknown_osl32k_qwen32_t10_suffix_k32
SWE,Qwen/Qwen3-32B,1.0,suffix,32,suffix_k32,unknown | unknown_osl32k_qwen32_t10_suffix_k32,1,4096,32768,manifest-only,status,docs/lyris_swebench_osl32k_temp01_core_matrix_20260616_partial_status.csv,no,1,unknown_osl32k_qwen32_t10_suffix_k32
