job_id,dataset,model_group,label,method,method_detail,model,prompt_count,isl,osl,batch_sizes,log_path,latest_prompt_tok_s,latest_generation_tok_s,running_reqs,waiting_reqs,gpu_kv_cache_pct,prefix_cache_hit_pct,live_acceptance_pct,live_mean_acceptance_length,live_accepted_throughput,live_drafted_throughput,completed_batch_rows,last_completed_bs,last_completed_out_tok_s_gpu,last_completed_latency_s,last_completed_coverage_pct,latest_error,tail_status
2102585,verified,qwen8,verified_osl128k_qwen8_baseline,baseline,baseline,Qwen/Qwen3-8B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl128k_lyris_retrybaseline_baseline_offset0_n1_isl4096_osl131072_bs1_20260612/slurm-2102585.out,0.0,37.9,1,0,4.6,0.0,,,,,0,,,,,srun: error: lyris0205: task 0: Exited with exit code 1,ok
2102797,verified,qwen8,verified_osl128k_qwen8_baseline,baseline,baseline,Qwen/Qwen3-8B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl128k_lyris_cuda_diag_baseline_baseline_offset0_n1_isl4096_osl131072_bs1_20260612/slurm-2102797.out,,,,,,,,,,,0,,,,,srun: error: lyris0126: task 0: Exited with exit code 1,ok
2102987,verified,qwen8,verified_osl128k_qwen8_baseline,baseline,baseline,Qwen/Qwen3-8B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl128k_lyris_flashattn_diag_baseline_offset0_n1_isl4096_osl131072_bs1_20260612/slurm-2102987.out,,,,,,,,,,,0,,,,,srun: error: lyris0266: task 0: Exited with exit code 1,ok
2103047,verified,qwen8,verified_osl128k_qwen8_baseline,baseline,baseline,Qwen/Qwen3-8B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl128k_lyris_flashattn_nodebug_baseline_offset0_n1_isl4096_osl131072_bs1_20260612/slurm-2103047.out,,,,,,,,,,,0,,,,,,tail_failed:tail: cannot open '/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl128k_lyris_flashattn_nodebug_baseline_offset0_n1_isl4096_osl131072_bs1_20260612/slurm-2103047.out' for reading: No such file or directory
2102309,verified,qwen8,verified_osl128k_qwen8_eagle3_k3,eagle3,eagle3_k3,Qwen/Qwen3-8B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl128k_lyris_eagle3_offset0_n1_isl4096_osl131072_bs1_k3_20260611/slurm-2102309.out,0.0,18.9,1,0,15.1,0.0,100.0,4.00,14.21,14.21,1,1,22.26,5887.279,0.0,,ok
2102307,verified,qwen8,verified_osl128k_qwen8_pard2_k5,pard2,pard2_k5,Qwen/Qwen3-8B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl128k_lyris_pard2_offset0_n1_isl4096_osl131072_bs1_k5_20260611/slurm-2102307.out,0.0,13.5,1,0,8.2,48.6,0.0,1.00,0.00,67.39,0,,,,,[2026-06-12T03:15:43.006] error: *** JOB 2102307 ON lyris0238 CANCELLED AT 2026-06-12T03:15:43 DUE TO TIME LIMIT ***,ok
2102306,verified,qwen8,verified_osl128k_qwen8_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-8B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl128k_lyris_suffix_offset0_n1_isl4096_osl131072_bs1_k32_arctic_20260611/slurm-2102306.out,0.0,176.5,1,0,4.4,0.0,99.1,12.49,162.39,163.78,0,,,,,srun: error: lyris0237: task 0: Exited with exit code 1,ok
2103048,verified,qwen8,verified_osl128k_qwen8_suffix_k32,suffix,suffix_k32,Qwen/Qwen3-8B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl128k_lyris_flashattn_nodebug_suffix_offset0_n1_isl4096_osl131072_bs1_k32_arctic_20260612/slurm-2103048.out,,,,,,,,,,,0,,,,,,tail_failed:tail: cannot open '/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl128k_lyris_flashattn_nodebug_suffix_offset0_n1_isl4096_osl131072_bs1_k32_arctic_20260612/slurm-2103048.out' for reading: No such file or directory
2102675,verified,qwen8,verified_osl128k_qwen8_suffix_k4,suffix,suffix_k4,Qwen/Qwen3-8B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl128k_lyris_retryk4_suffix_offset0_n1_isl4096_osl131072_bs1_k4_arctic_20260612/slurm-2102675.out,0.0,67.5,1,0,4.6,0.0,100.0,5.00,54.01,54.01,0,,,,,srun: error: lyris0243: task 0: Exited with exit code 1,ok
2102541,verified,qwen8,verified_osl128k_qwen8_suffix_k8,suffix,suffix_k8,Qwen/Qwen3-8B,1,4096,131072,1,/lustre/fsw/coreai_dlalgo_llm/users/sna/vllm-benchmark/vllm-runs/qwen8_swe_verified_osl128k_lyris_retryk8_suffix_offset0_n1_isl4096_osl131072_bs1_k8_arctic_20260612/slurm-2102541.out,0.0,122.2,1,0,4.6,0.0,100.0,9.00,108.63,108.63,0,,,,,srun: error: lyris0204: task 0: Exited with exit code 1,ok
